Index;sexe;Tranche Age;enfant_conduite_accompagne;enfants;Tranche Revenu;formation;usage_vehicule;type_vehicule;points_perdus;age_vehicule;type_conduite;date_demande;formule;Tranche Tarifaire ;code postal
597;M;Senior : 65 ans et plus;Aucun;FAUX;>120K;PhD;Private;Minivan;Moyen;14.0;Highly Urban/ Urban;01/03/2022 11:59;dev_integral;Basse;18130
598;M;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;Masters;Private;Sports Car;Moyen;20.0;Highly Rural/ Rural;14/02/2022 22:46;dev_premium;Moyenne;53950
599;F;Adulte : 25-64 ans;Aucun;VRAI;[80K - 120K[;Bachelors;Commercial;Pickup;Moyen;7.0;Highly Urban/ Urban;13/02/2022 06:18;dev_integral;Basse;90100
600;M;Adulte : 25-64 ans;Un;VRAI;Non connu;High School;Commercial;Pickup;Moyen;1.0;Highly Rural/ Rural;11/03/2022 21:23;dev_premium;Moyenne;89500
601;M;Adulte : 25-64 ans;Un;VRAI;[60K - 80K[;Bachelors;Commercial;SUV;Faible;13.0;Highly Urban/ Urban;12/01/2022 21:51;dev_express;Basse;80210
602;F;Adulte : 25-64 ans;Plusieurs;VRAI;[0 - 40K[;Bachelors;Private;Minivan;Faible;13.0;Highly Urban/ Urban;10/03/2022 05:03;dev_integral;Moyenne;14680
603;M;Adulte : 25-64 ans;Aucun;FAUX;>120K;PhD;Commercial;Panel Truck;Faible;6.0;Highly Urban/ Urban;10/05/2022 21:14;dev_express;Basse;20600
604;F;Jeune : moins de 25 ans;Aucun;FAUX;[60K - 80K[;Bachelors;Commercial;SUV;Moyen;1.0;Highly Urban/ Urban;11/01/2022 06:26;dev_premium;Moyenne;48500
605;M;Adulte : 25-64 ans;Aucun;FAUX;Non connu;Bachelors;Private;Sports Car;Faible;7.0;Highly Rural/ Rural;05/05/2022 14:13;dev_premium;Moyenne;64600
606;F;Adulte : 25-64 ans;Aucun;VRAI;[60K - 80K[;Masters;Private;Minivan;Faible;15.0;Highly Urban/ Urban;21/02/2022 10:07;dev_integral;Moyenne;12740
607;M;Adulte : 25-64 ans;Aucun;FAUX;[60K - 80K[;Masters;Commercial;Van;Faible;13.0;Highly Urban/ Urban;07/04/2022 18:39;dev_premium;Moyenne;3100
608;M;Senior : 65 ans et plus;Aucun;FAUX;[60K - 80K[;High School;Commercial;Minivan;Moyen;7.0;Highly Urban/ Urban;07/02/2022 05:05;dev_integral;Basse;64440
609;F;Jeune : moins de 25 ans;Aucun;VRAI;[0 - 40K[;High School;Commercial;SUV;Faible;7.0;Highly Rural/ Rural;28/05/2022 05:50;dev_express;Basse;46110
610;M;Adulte : 25-64 ans;Aucun;FAUX;[80K - 120K[;PhD;Private;Minivan;Faible;7.0;Highly Urban/ Urban;03/03/2022 11:24;dev_integral;Moyenne;61250
611;M;Jeune : moins de 25 ans;Aucun;VRAI;>120K;Masters;Private;Minivan;Faible;16.0;Highly Urban/ Urban;07/02/2022 03:36;dev_integral;Moyenne;8000
612;F;Adulte : 25-64 ans;Aucun;FAUX;[80K - 120K[;PhD;Private;SUV;Faible;15.0;Highly Rural/ Rural;07/01/2022 05:37;dev_premium;Moyenne;51000
613;M;Jeune : moins de 25 ans;Aucun;FAUX;[0 - 40K[;High School;Commercial;Minivan;Faible;7.0;Highly Urban/ Urban;26/02/2022 03:44;dev_premium;Moyenne;89000
614;M;Jeune : moins de 25 ans;Aucun;FAUX;>120K;PhD;Private;Van;Faible;18.0;Highly Urban/ Urban;07/04/2022 19:50;dev_integral;Moyenne;93400
615;F;Senior : 65 ans et plus;Aucun;FAUX;>120K;Masters;Private;Sports Car;Moyen;21.0;Highly Urban/ Urban;22/03/2022 11:12;dev_express;Basse;39300
616;F;Jeune : moins de 25 ans;Aucun;FAUX;[80K - 120K[;Masters;Private;SUV;Faible;13.0;Highly Rural/ Rural;12/01/2022 10:58;dev_integral;Moyenne;40360
617;M;Adulte : 25-64 ans;Un;VRAI;[0 - 40K[;Masters;Private;Sports Car;Faible;11.0;Highly Urban/ Urban;10/03/2022 08:37;dev_integral;Moyenne;9400
618;F;Jeune : moins de 25 ans;Aucun;FAUX;[40K - 60K[;Bachelors;Commercial;Sports Car;Moyen;;Highly Urban/ Urban;11/02/2022 07:56;dev_integral;Basse;66740
619;F;Adulte : 25-64 ans;Aucun;FAUX;[80K - 120K[;High School;Private;Minivan;Moyen;;Highly Rural/ Rural;17/04/2022 04:32;dev_express;Basse;32330
620;M;Senior : 65 ans et plus;Aucun;VRAI;Non connu;Bachelors;Private;Minivan;Moyen;5.0;Highly Urban/ Urban;20/05/2022 14:45;dev_integral;Moyenne;47310
621;F;Jeune : moins de 25 ans;Aucun;FAUX;>120K;Masters;Commercial;Panel Truck;Faible;17.0;Highly Rural/ Rural;08/01/2022 16:09;dev_express;Basse;3200
622;M;Jeune : moins de 25 ans;Aucun;FAUX;[80K - 120K[;PhD;Private;Sports Car;Moyen;14.0;Highly Urban/ Urban;14/03/2022 14:20;dev_express;Basse;3000
623;M;Jeune : moins de 25 ans;Aucun;FAUX;[80K - 120K[;Bachelors;Private;Pickup;Faible;10.0;Highly Urban/ Urban;23/05/2022 23:35;dev_integral;Basse;22700
624;M;Jeune : moins de 25 ans;Aucun;FAUX;[40K - 60K[;Bachelors;Commercial;Sports Car;Faible;11.0;Highly Urban/ Urban;09/04/2022 21:55;dev_integral;Moyenne;91190
625;M;Jeune : moins de 25 ans;Aucun;FAUX;[40K - 60K[;Masters;Private;Van;Faible;18.0;Highly Urban/ Urban;28/04/2022 17:36;dev_integral;Moyenne;61000
626;M;Jeune : moins de 25 ans;Aucun;FAUX;[0 - 40K[;High School;Private;Pickup;Moyen;1.0;Highly Rural/ Rural;17/02/2022 09:12;dev_premium;Moyenne;45520
627;F;Adulte : 25-64 ans;Aucun;FAUX;[80K - 120K[;High School;Private;Minivan;Moyen;11.0;Highly Urban/ Urban;16/04/2022 00:49;dev_express;Basse;73100
628;M;Jeune : moins de 25 ans;Aucun;FAUX;>120K;PhD;Private;Minivan;Faible;13.0;Highly Urban/ Urban;14/04/2022 05:42;dev_express;Basse;70210
629;M;Adulte : 25-64 ans;Aucun;FAUX;[80K - 120K[;Bachelors;Commercial;Minivan;Faible;9.0;Highly Urban/ Urban;26/04/2022 08:50;dev_premium;Moyenne;64200
630;M;Adulte : 25-64 ans;Aucun;FAUX;[40K - 60K[;High School;Private;Sports Car;Moyen;1.0;Highly Urban/ Urban;24/04/2022 02:36;dev_integral;Basse;11360
631;M;Jeune : moins de 25 ans;Aucun;FAUX;[40K - 60K[;Masters;Private;Pickup;Faible;8.0;Highly Urban/ Urban;03/03/2022 12:44;dev_integral;Moyenne;43700
632;M;Jeune : moins de 25 ans;Aucun;FAUX;>120K;Masters;Private;Minivan;Faible;15.0;Highly Urban/ Urban;18/03/2022 03:03;dev_integral;Moyenne;61300
633;F;Senior : 65 ans et plus;Aucun;FAUX;[40K - 60K[;Bachelors;Private;Sports Car;Moyen;8.0;Highly Urban/ Urban;28/04/2022 02:43;dev_integral;Basse;74540
634;F;Jeune : moins de 25 ans;Aucun;VRAI;[80K - 120K[;Bachelors;Commercial;Van;Faible;7.0;Highly Urban/ Urban;22/03/2022 08:53;dev_express;Basse;10120
635;F;Jeune : moins de 25 ans;Plusieurs;VRAI;[60K - 80K[;Masters;Commercial;Pickup;Moyen;10.0;Highly Urban/ Urban;08/02/2022 19:17;dev_integral;Moyenne;26000
636;F;Jeune : moins de 25 ans;Aucun;FAUX;[80K - 120K[;Bachelors;Commercial;Panel Truck;Faible;;Highly Rural/ Rural;08/02/2022 07:38;dev_integral;Moyenne;27220
637;F;Senior : 65 ans et plus;Aucun;FAUX;[0 - 40K[;High School;Private;SUV;Faible;1.0;Highly Rural/ Rural;07/02/2022 21:25;dev_integral;Basse;81000
638;F;Senior : 65 ans et plus;Aucun;VRAI;[60K - 80K[;High School;Commercial;Pickup;Moyen;1.0;Highly Urban/ Urban;22/03/2022 09:48;dev_express;Basse;50000
639;F;Senior : 65 ans et plus;Aucun;FAUX;[0 - 40K[;High School;Commercial;Pickup;Faible;1.0;Highly Urban/ Urban;13/04/2022 20:56;dev_premium;Moyenne;80570
640;M;Senior : 65 ans et plus;Un;VRAI;[0 - 40K[;High School;Private;Sports Car;Moyen;1.0;Highly Urban/ Urban;16/02/2022 18:11;dev_premium;Moyenne;29200
641;F;Jeune : moins de 25 ans;Aucun;FAUX;[0 - 40K[;High School;Private;Minivan;Faible;7.0;Highly Urban/ Urban;01/03/2022 17:16;dev_integral;Moyenne;36300
642;F;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;High School;Private;SUV;Faible;1.0;Highly Rural/ Rural;17/01/2022 23:45;dev_integral;Basse;81290
643;M;Adulte : 25-64 ans;Un;VRAI;[0 - 40K[;High School;Private;Minivan;Moyen;7.0;Highly Rural/ Rural;21/05/2022 16:11;dev_integral;Moyenne;71100
644;F;Adulte : 25-64 ans;Aucun;FAUX;>120K;Masters;Private;Minivan;Moyen;17.0;Highly Urban/ Urban;17/04/2022 06:36;dev_premium;Moyenne;60250
645;F;Jeune : moins de 25 ans;Aucun;FAUX;[60K - 80K[;Bachelors;Private;SUV;Faible;1.0;Highly Urban/ Urban;13/02/2022 20:08;dev_integral;Moyenne;5000
646;M;Senior : 65 ans et plus;Aucun;VRAI;>120K;PhD;Private;Minivan;Faible;25.0;Highly Urban/ Urban;08/03/2022 23:49;dev_express;Basse;87200
647;M;Adulte : 25-64 ans;Aucun;FAUX;[80K - 120K[;Bachelors;Commercial;Minivan;Faible;9.0;Highly Rural/ Rural;01/05/2022 01:21;dev_integral;Moyenne;37170
648;M;Adulte : 25-64 ans;Aucun;FAUX;>120K;Masters;Commercial;Pickup;Faible;16.0;Highly Urban/ Urban;10/02/2022 01:30;dev_integral;Moyenne;23000
649;F;Adulte : 25-64 ans;Aucun;VRAI;[80K - 120K[;PhD;Private;Sports Car;Faible;;Highly Urban/ Urban;17/03/2022 21:10;dev_integral;Moyenne;37000
650;M;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;High School;Commercial;SUV;Faible;8.0;Highly Rural/ Rural;10/02/2022 16:25;dev_premium;Moyenne;52100
651;F;Adulte : 25-64 ans;Aucun;FAUX;[40K - 60K[;High School;Private;SUV;Faible;1.0;Highly Urban/ Urban;16/01/2022 23:49;dev_integral;Moyenne;65330
652;M;Senior : 65 ans et plus;Aucun;VRAI;[40K - 60K[;High School;Commercial;Minivan;Moyen;1.0;Highly Urban/ Urban;05/01/2022 00:48;dev_integral;Basse;90110
653;F;Adulte : 25-64 ans;Un;VRAI;>120K;Masters;Commercial;Panel Truck;Faible;18.0;Highly Urban/ Urban;11/01/2022 17:35;dev_vip;Elevée;23300
654;M;Adulte : 25-64 ans;Aucun;VRAI;[40K - 60K[;High School;Commercial;SUV;Faible;1.0;Highly Urban/ Urban;11/03/2022 05:31;dev_integral;Moyenne;77600
655;F;Senior : 65 ans et plus;Aucun;FAUX;[0 - 40K[;Bachelors;Private;SUV;Faible;1.0;Highly Rural/ Rural;10/01/2022 23:47;dev_integral;Moyenne;19000
656;M;Adulte : 25-64 ans;Un;VRAI;[0 - 40K[;High School;Commercial;Van;Faible;1.0;Highly Urban/ Urban;15/05/2022 02:01;dev_integral;Basse;27200
657;F;Senior : 65 ans et plus;Un;VRAI;Non connu;High School;Private;SUV;Moyen;6.0;Highly Rural/ Rural;03/01/2022 03:03;dev_integral;Moyenne;55110
658;F;Senior : 65 ans et plus;Aucun;FAUX;>120K;PhD;Private;Minivan;Faible;11.0;Highly Urban/ Urban;22/01/2022 15:37;dev_integral;Moyenne;21170
659;F;Senior : 65 ans et plus;Aucun;FAUX;[0 - 40K[;High School;Commercial;Pickup;Faible;4.0;Highly Urban/ Urban;03/04/2022 02:13;dev_premium;Moyenne;35400
660;F;Jeune : moins de 25 ans;Aucun;FAUX;[0 - 40K[;Bachelors;Commercial;Pickup;Moyen;14.0;Highly Rural/ Rural;15/03/2022 03:15;dev_integral;Moyenne;18110
661;M;Senior : 65 ans et plus;Aucun;FAUX;[0 - 40K[;Masters;Private;Van;Moyen;22.0;Highly Rural/ Rural;11/05/2022 04:46;dev_vip;Elevée;88260
662;M;Adulte : 25-64 ans;Aucun;VRAI;[60K - 80K[;Bachelors;Private;Minivan;Moyen;16.0;Highly Urban/ Urban;20/02/2022 07:23;dev_premium;Moyenne;45000
663;M;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;High School;Private;Sports Car;Faible;6.0;Highly Urban/ Urban;07/03/2022 13:13;dev_integral;Moyenne;53410
664;M;Adulte : 25-64 ans;Un;VRAI;[80K - 120K[;Masters;Commercial;Pickup;Moyen;18.0;Highly Urban/ Urban;11/04/2022 09:32;dev_integral;Moyenne;36000
665;M;Senior : 65 ans et plus;Un;VRAI;[0 - 40K[;High School;Private;SUV;Faible;1.0;Highly Urban/ Urban;21/01/2022 11:49;dev_premium;Moyenne;72130
666;M;Jeune : moins de 25 ans;Aucun;FAUX;[60K - 80K[;Bachelors;Private;Minivan;Faible;12.0;Highly Urban/ Urban;22/03/2022 17:47;dev_integral;Moyenne;38600
667;F;Adulte : 25-64 ans;Aucun;FAUX;[40K - 60K[;High School;Commercial;Minivan;Moyen;13.0;Highly Urban/ Urban;11/04/2022 05:16;dev_integral;Moyenne;24290
668;F;Jeune : moins de 25 ans;Aucun;FAUX;[0 - 40K[;High School;Private;SUV;Moyen;1.0;Highly Urban/ Urban;17/01/2022 13:39;dev_integral;Moyenne;82400
669;M;Jeune : moins de 25 ans;Plusieurs;VRAI;[80K - 120K[;Masters;Private;SUV;Moyen;15.0;Highly Urban/ Urban;08/04/2022 10:46;dev_integral;Moyenne;72230
670;F;Jeune : moins de 25 ans;Aucun;VRAI;[0 - 40K[;High School;Commercial;SUV;Moyen;8.0;Highly Rural/ Rural;10/05/2022 07:15;dev_express;Basse;20290
671;M;Adulte : 25-64 ans;Aucun;VRAI;[0 - 40K[;High School;Private;SUV;Faible;1.0;Highly Rural/ Rural;23/02/2022 18:30;dev_integral;Basse;72540
672;M;Senior : 65 ans et plus;Aucun;VRAI;[60K - 80K[;High School;Private;Pickup;Faible;1.0;Highly Rural/ Rural;02/04/2022 18:10;dev_express;Basse;94500
673;F;Adulte : 25-64 ans;Aucun;FAUX;[40K - 60K[;High School;Commercial;Pickup;Faible;6.0;Highly Urban/ Urban;15/02/2022 10:36;dev_integral;Basse;69650
674;M;Senior : 65 ans et plus;Aucun;FAUX;[0 - 40K[;High School;Commercial;Minivan;Faible;1.0;Highly Rural/ Rural;08/01/2022 08:43;dev_express;Basse;18120
675;M;Senior : 65 ans et plus;Aucun;VRAI;[80K - 120K[;Masters;Commercial;Pickup;Moyen;16.0;Highly Urban/ Urban;24/03/2022 03:47;dev_integral;Moyenne;42000
676;F;Adulte : 25-64 ans;Aucun;VRAI;[60K - 80K[;Bachelors;Commercial;SUV;Moyen;11.0;Highly Urban/ Urban;24/05/2022 19:47;dev_integral;Basse;84160
677;F;Adulte : 25-64 ans;Aucun;FAUX;[40K - 60K[;Masters;Private;Minivan;Moyen;15.0;Highly Urban/ Urban;17/01/2022 11:38;dev_integral;Basse;18330
678;M;Senior : 65 ans et plus;Plusieurs;VRAI;[60K - 80K[;High School;Commercial;SUV;Moyen;1.0;Highly Urban/ Urban;17/03/2022 13:43;dev_integral;Basse;51100
679;M;Jeune : moins de 25 ans;Aucun;FAUX;[40K - 60K[;High School;Private;Minivan;Faible;1.0;Highly Rural/ Rural;18/03/2022 08:18;dev_integral;Moyenne;32600
680;F;Jeune : moins de 25 ans;Un;VRAI;[0 - 40K[;High School;Commercial;Van;Faible;5.0;Highly Urban/ Urban;05/01/2022 16:14;dev_express;Basse;40100
681;M;Jeune : moins de 25 ans;Aucun;FAUX;>120K;Bachelors;Commercial;Van;Faible;5.0;Highly Urban/ Urban;13/05/2022 22:19;dev_premium;Moyenne;43000
682;M;Senior : 65 ans et plus;Aucun;FAUX;[0 - 40K[;High School;Private;SUV;Faible;8.0;Highly Rural/ Rural;14/01/2022 17:48;dev_express;Basse;40090
683;F;Senior : 65 ans et plus;Aucun;FAUX;[0 - 40K[;High School;Private;Minivan;Faible;1.0;Highly Urban/ Urban;16/01/2022 03:47;dev_premium;Moyenne;72500
684;F;Adulte : 25-64 ans;Aucun;VRAI;[0 - 40K[;High School;Commercial;SUV;Faible;6.0;Highly Urban/ Urban;13/04/2022 12:18;dev_integral;Moyenne;92000
685;F;Jeune : moins de 25 ans;Aucun;FAUX;[80K - 120K[;Bachelors;Private;SUV;Faible;11.0;Highly Urban/ Urban;09/03/2022 00:05;dev_express;Basse;5000
686;M;Senior : 65 ans et plus;Aucun;FAUX;[80K - 120K[;Bachelors;Private;Minivan;Faible;1.0;Highly Urban/ Urban;15/03/2022 22:50;dev_express;Basse;61430
687;M;Adulte : 25-64 ans;Aucun;FAUX;[80K - 120K[;Bachelors;Commercial;Van;Moyen;8.0;Highly Rural/ Rural;07/02/2022 07:14;dev_integral;Moyenne;18000
688;M;Senior : 65 ans et plus;Aucun;FAUX;[60K - 80K[;Bachelors;Commercial;Minivan;Faible;3.0;Highly Urban/ Urban;08/03/2022 11:24;dev_express;Basse;78114
689;F;Adulte : 25-64 ans;Aucun;VRAI;[0 - 40K[;Bachelors;Commercial;Pickup;Faible;5.0;Highly Urban/ Urban;07/01/2022 08:04;dev_premium;Moyenne;48000
690;M;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;PhD;Private;Minivan;Faible;15.0;Highly Urban/ Urban;13/04/2022 05:45;dev_premium;Moyenne;39130
691;M;Senior : 65 ans et plus;Aucun;FAUX;[0 - 40K[;Masters;Private;Minivan;Faible;20.0;Highly Urban/ Urban;30/05/2022 04:03;dev_integral;Moyenne;34230
692;F;Jeune : moins de 25 ans;Aucun;FAUX;[40K - 60K[;Bachelors;Commercial;Pickup;Moyen;8.0;Highly Urban/ Urban;10/03/2022 05:51;dev_premium;Moyenne;82300
693;F;Adulte : 25-64 ans;Aucun;FAUX;[80K - 120K[;Bachelors;Private;SUV;Faible;8.0;Highly Urban/ Urban;02/05/2022 04:51;dev_express;Basse;49400
694;F;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;High School;Private;Pickup;Moyen;1.0;Highly Urban/ Urban;04/05/2022 19:49;dev_express;Basse;12160
695;M;Jeune : moins de 25 ans;Aucun;FAUX;[0 - 40K[;Masters;Private;Minivan;Moyen;12.0;Highly Urban/ Urban;17/05/2022 09:44;dev_express;Basse;47420
696;M;Adulte : 25-64 ans;Aucun;FAUX;[40K - 60K[;Bachelors;Private;Minivan;Faible;11.0;Highly Urban/ Urban;25/04/2022 12:32;dev_express;Basse;23000
697;M;Adulte : 25-64 ans;Aucun;FAUX;>120K;Masters;Private;Minivan;Faible;10.0;Highly Rural/ Rural;11/05/2022 08:01;dev_express;Basse;79270
698;M;Adulte : 25-64 ans;Aucun;VRAI;[40K - 60K[;Bachelors;Private;SUV;Faible;12.0;Highly Urban/ Urban;05/02/2022 16:47;dev_integral;Basse;26600
699;F;Adulte : 25-64 ans;Aucun;VRAI;[0 - 40K[;High School;Private;Minivan;Moyen;1.0;Highly Rural/ Rural;03/03/2022 08:35;dev_express;Basse;82170
700;M;Adulte : 25-64 ans;Plusieurs;VRAI;[0 - 40K[;High School;Private;SUV;Faible;5.0;Highly Rural/ Rural;18/05/2022 20:23;dev_integral;Moyenne;63000
701;F;Adulte : 25-64 ans;Aucun;FAUX;[40K - 60K[;High School;Commercial;Minivan;Faible;9.0;Highly Rural/ Rural;25/02/2022 18:38;dev_integral;Moyenne;95270
702;M;Senior : 65 ans et plus;Aucun;FAUX;[0 - 40K[;High School;Commercial;Panel Truck;Moyen;5.0;Highly Urban/ Urban;18/01/2022 19:21;dev_vip;Elevée;82000
703;F;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;High School;Private;Minivan;Moyen;7.0;Highly Urban/ Urban;08/05/2022 19:44;dev_premium;Moyenne;87000
704;M;Adulte : 25-64 ans;Aucun;VRAI;[40K - 60K[;High School;Private;SUV;Faible;5.0;Highly Urban/ Urban;19/02/2022 06:28;dev_express;Basse;77400
705;F;Jeune : moins de 25 ans;Aucun;FAUX;Non connu;Bachelors;Commercial;Pickup;Moyen;3.0;Highly Urban/ Urban;10/01/2022 07:16;dev_express;Basse;55170
706;F;Senior : 65 ans et plus;Aucun;FAUX;[60K - 80K[;Bachelors;Commercial;Minivan;Faible;1.0;Highly Rural/ Rural;30/03/2022 01:16;dev_express;Basse;89140
707;F;Jeune : moins de 25 ans;Plusieurs;VRAI;[60K - 80K[;Masters;Private;Van;Faible;;Highly Urban/ Urban;07/05/2022 20:16;dev_express;Basse;95370
708;F;Jeune : moins de 25 ans;Aucun;FAUX;[0 - 40K[;High School;Private;Minivan;Faible;1.0;Highly Urban/ Urban;20/05/2022 20:22;dev_express;Basse;2190
709;F;Adulte : 25-64 ans;Aucun;FAUX;[40K - 60K[;Masters;Commercial;Van;Moyen;21.0;Highly Urban/ Urban;07/05/2022 13:12;dev_integral;Moyenne;21200
710;M;Senior : 65 ans et plus;Aucun;FAUX;[40K - 60K[;Bachelors;Commercial;SUV;Faible;1.0;Highly Urban/ Urban;04/04/2022 10:38;dev_premium;Moyenne;35630
711;F;Jeune : moins de 25 ans;Aucun;FAUX;[60K - 80K[;Masters;Private;Sports Car;Faible;10.0;Highly Urban/ Urban;04/03/2022 16:27;dev_express;Basse;57100
712;M;Senior : 65 ans et plus;Aucun;FAUX;Non connu;Bachelors;Commercial;Panel Truck;Faible;;Highly Urban/ Urban;11/02/2022 02:39;dev_integral;Basse;17120
713;F;Senior : 65 ans et plus;Un;VRAI;[0 - 40K[;High School;Commercial;SUV;Faible;7.0;Highly Urban/ Urban;31/03/2022 21:08;dev_premium;Moyenne;55100
714;F;Senior : 65 ans et plus;Aucun;FAUX;>120K;Masters;Private;Van;Faible;1.0;Highly Urban/ Urban;26/01/2022 05:48;dev_express;Basse;75008
715;M;Senior : 65 ans et plus;Plusieurs;VRAI;Non connu;Bachelors;Commercial;Sports Car;Moyen;1.0;Highly Urban/ Urban;13/02/2022 02:19;dev_integral;Moyenne;64000
716;M;Jeune : moins de 25 ans;Aucun;FAUX;[80K - 120K[;PhD;Private;Pickup;Faible;17.0;Highly Urban/ Urban;15/01/2022 14:58;dev_premium;Moyenne;84000
717;M;Jeune : moins de 25 ans;Aucun;FAUX;[60K - 80K[;Bachelors;Commercial;Panel Truck;Faible;9.0;Highly Urban/ Urban;23/02/2022 06:59;dev_integral;Moyenne;86330
718;F;Jeune : moins de 25 ans;Aucun;VRAI;[80K - 120K[;Masters;Private;SUV;Faible;15.0;Highly Urban/ Urban;21/03/2022 16:57;dev_integral;Moyenne;70000
719;M;Adulte : 25-64 ans;Aucun;FAUX;>120K;Masters;Private;Sports Car;Faible;11.0;Highly Urban/ Urban;29/04/2022 21:33;dev_integral;Basse;90300
720;M;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;Masters;Private;SUV;Faible;9.0;Highly Rural/ Rural;07/03/2022 01:05;dev_express;Basse;62200
721;M;Senior : 65 ans et plus;Aucun;VRAI;[0 - 40K[;High School;Private;SUV;Faible;5.0;Highly Urban/ Urban;29/05/2022 02:01;dev_express;Basse;61110
722;M;Adulte : 25-64 ans;Aucun;VRAI;Non connu;High School;Private;Minivan;Moyen;1.0;Highly Urban/ Urban;10/03/2022 20:21;dev_express;Basse;85120
723;M;Adulte : 25-64 ans;Aucun;VRAI;[0 - 40K[;Bachelors;Private;Minivan;Moyen;11.0;Highly Urban/ Urban;08/02/2022 03:10;dev_express;Basse;60400
724;F;Jeune : moins de 25 ans;Aucun;FAUX;[40K - 60K[;High School;Commercial;Van;Elevé;11.0;Highly Urban/ Urban;11/04/2022 13:50;dev_integral;Moyenne;18200
725;M;Senior : 65 ans et plus;Aucun;FAUX;Non connu;Bachelors;Private;Van;Faible;9.0;Highly Urban/ Urban;26/05/2022 21:07;dev_integral;Basse;5100
726;M;Jeune : moins de 25 ans;Un;VRAI;[60K - 80K[;High School;Commercial;SUV;Moyen;6.0;Highly Urban/ Urban;18/04/2022 15:10;dev_express;Basse;92340
727;F;Jeune : moins de 25 ans;Aucun;FAUX;[40K - 60K[;Masters;Commercial;Pickup;Faible;17.0;Highly Urban/ Urban;19/02/2022 13:54;dev_express;Basse;55000
728;F;Adulte : 25-64 ans;Aucun;FAUX;[40K - 60K[;High School;Commercial;Sports Car;Moyen;9.0;Highly Urban/ Urban;12/04/2022 01:15;dev_integral;Moyenne;21220
729;M;Adulte : 25-64 ans;Aucun;VRAI;[0 - 40K[;High School;Commercial;Pickup;Faible;3.0;Highly Rural/ Rural;17/04/2022 18:55;dev_integral;Moyenne;51100
730;M;Senior : 65 ans et plus;Aucun;VRAI;Non connu;High School;Private;Minivan;Moyen;7.0;Highly Urban/ Urban;23/03/2022 15:44;dev_integral;Moyenne;50480
731;M;Adulte : 25-64 ans;Aucun;FAUX;[60K - 80K[;Bachelors;Private;SUV;Moyen;14.0;Highly Urban/ Urban;05/02/2022 20:30;dev_integral;Basse;39700
732;F;Adulte : 25-64 ans;Aucun;VRAI;[40K - 60K[;High School;Private;Minivan;Faible;;Highly Urban/ Urban;26/03/2022 22:33;dev_premium;Moyenne;66300
733;F;Adulte : 25-64 ans;Aucun;FAUX;[80K - 120K[;Bachelors;Commercial;Van;Moyen;10.0;Highly Urban/ Urban;18/04/2022 16:02;dev_integral;Moyenne;66140
734;M;Jeune : moins de 25 ans;Aucun;FAUX;Non connu;High School;Private;Minivan;Faible;1.0;Highly Urban/ Urban;01/03/2022 15:06;dev_integral;Basse;26700
735;M;Jeune : moins de 25 ans;Aucun;FAUX;[40K - 60K[;High School;Commercial;Sports Car;Faible;1.0;Highly Urban/ Urban;30/01/2022 08:56;dev_integral;Basse;87270
736;F;Jeune : moins de 25 ans;Aucun;VRAI;[0 - 40K[;High School;Private;SUV;Moyen;1.0;Highly Rural/ Rural;02/02/2022 16:00;dev_express;Basse;1440
737;M;Adulte : 25-64 ans;Un;VRAI;[80K - 120K[;Bachelors;Commercial;Minivan;Faible;6.0;Highly Urban/ Urban;08/04/2022 12:42;dev_integral;Moyenne;51240
738;F;Adulte : 25-64 ans;Aucun;FAUX;[40K - 60K[;High School;Commercial;Panel Truck;Moyen;1.0;Highly Urban/ Urban;01/04/2022 19:14;dev_express;Basse;63118
739;M;Jeune : moins de 25 ans;Aucun;FAUX;[40K - 60K[;Masters;Private;SUV;Faible;1.0;Highly Urban/ Urban;07/01/2022 22:44;dev_premium;Moyenne;38120
740;F;Adulte : 25-64 ans;Aucun;VRAI;>120K;PhD;Private;SUV;Moyen;14.0;Highly Urban/ Urban;06/05/2022 19:34;dev_integral;Basse;38170
741;M;Jeune : moins de 25 ans;Aucun;FAUX;[80K - 120K[;Bachelors;Private;Van;Moyen;9.0;Highly Urban/ Urban;26/05/2022 22:28;dev_premium;Moyenne;4180
742;M;Adulte : 25-64 ans;Aucun;VRAI;[0 - 40K[;High School;Private;SUV;Faible;1.0;Highly Rural/ Rural;09/03/2022 14:05;dev_integral;Moyenne;69210
743;M;Adulte : 25-64 ans;Un;VRAI;[60K - 80K[;High School;Private;Van;Moyen;10.0;Highly Urban/ Urban;04/02/2022 19:11;dev_integral;Moyenne;61250
744;M;Senior : 65 ans et plus;Aucun;VRAI;[80K - 120K[;Bachelors;Commercial;Minivan;Moyen;9.0;Highly Rural/ Rural;30/03/2022 17:53;dev_express;Basse;89300
745;M;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;High School;Private;Minivan;Faible;1.0;Highly Rural/ Rural;05/01/2022 01:49;dev_integral;Moyenne;62100
